"","district","DistrictName.y","year","district_year","bodilyHarm","robberyFromOrOutOfCars","robberyOfCars","dangerousBodilyHarm","violentCrime","murderAndManslaughter","robberyIncludingExtortionAndAttackOfCarDrivers","vandalism","vandalismGraffiti","streetCrime","burglaryDaylight","burglary","HusbandAndWifeTotal","PropwHochschulreife","PropwoHauptschulabschluss","UnemployedTotal","UnemployedTotal15to25","UnemployedPercentage","TotalArea","TotalPopulation","MalePopulation","FemalePopulation","DensityPerSQRTkm","Pop0to17","Pop18to24","Pop25to44","Pop45to64","PopOver65","InfluxTotal","OutflowTotal","BelieversProtestant","BelieversTotal","BelieversRomanCatholic","BelieversOthersNoNoResponse","EntitledVoteTotal","TurnoutPercentage","VoteConservativesTotal","VoteSocialDemocratsTotal","VoteGreensTotal","VoteLiberalsTotal","VoteLeftTotal","VoteOthersTotal","FoundationsDensity100k","FoundationsTotal"
"333",12063,"Havelland",2013,"12063y2013",559,831,193,207,283,2,64,1623,599,11646,208,401,726,42,7.3,7815,687,10.4,1727.3,153874,76018,77856,89,16.2,5.3,22.5,34.7,21.2,8360,7164,27310,152457,6709,118438,127579,69.5,30471,21232,4756,2682,16866,11226,3.3,5
"334",12064,"Märkisch-Oderland",2013,"12064y2013",603,753,242,202,288,5,68,1521,374,14588,191,369,1045,30.6,8.7,9910,797,10.9,2158.65,187668,92972,94696,87,14.5,4.7,22.7,36.1,22,11255,9724,23275,187374,4669,159430,158789,67.9,34175,23571,4141,2359,27132,13660,4.3,8
"335",12065,"Oberhavel",2013,"12065y2013",943,925,169,262,359,1,69,1828,455,15323,277,532,1079,35.4,6.9,9925,732,9.9,1808.2,203012,99944,103068,112,15.8,5,23.3,34.5,21.4,11595,10055,33716,200805,8062,159029,168699,70.1,42074,27480,5941,3172,22527,15184,3,6
"336",12066,"Oberspreewald-Lausitz",2013,"12066y2013",407,527,131,125,161,2,26,1066,344,9180,59,151,549,29.2,8.9,8623,656,15.5,1223.08,113842,55726,58116,93,12.7,4.7,21.9,34.1,26.5,4427,4860,18725,117943,3340,95878,99396,65.8,24349,13222,1634,1553,14853,8588,6.8,8
"337",12067,"Oder-Spree",2013,"12067y2013",463,864,271,168,287,3,95,1337,338,12631,130,236,1235,33.6,10.1,8689,732,10,2256.75,176850,87048,89802,78,13.9,4.7,22.1,35.1,24.1,12569,11845,25076,178177,4449,148651,151368,68.8,34632,22682,4009,2329,24568,14115,4.5,8
"338",12068,"Ostprignitz-Ruppin",2013,"12068y2013",472,456,123,153,201,3,36,1008,153,8099,84,161,559,31.8,8.7,5629,456,11.5,2526.56,98944,49145,49799,39,13.7,5,22.5,35.9,22.9,4836,4455,24519,100242,2562,73161,85241,62.7,19037,13255,2054,1128,11708,5395,6,6
"339",12069,"Potsdam-Mittelmark",2013,"12069y2013",608,1287,255,176,243,3,49,1542,461,13036,238,463,1088,42.2,5.5,7592,611,7.6,2592,205520,101665,103855,79,16.6,4.8,22.7,35.3,20.7,12281,10528,43224,202816,8415,151177,168912,73.4,43933,30303,8012,4156,22508,13239,3.4,7
"340",12070,"Prignitz",2013,"12070y2013",445,340,57,84,121,2,27,837,160,6099,39,114,332,33.2,12.2,5341,400,14.3,2138.59,77993,38513,39480,36,12.7,4.9,20.5,35.9,26,3412,3608,18502,80276,1703,60071,67889,65.4,16267,10982,1259,959,9985,4272,7.5,6
"341",12071,"Spree-Neiße",2013,"12071y2013",400,491,219,129,187,3,43,919,148,8776,28,83,479,32.1,8.4,6901,415,11.6,1657.43,118899,58576,60323,72,12.9,4.3,20.9,37.1,24.7,4382,4778,24076,122524,3449,94998,103695,68.5,26507,14335,2082,1685,14861,10150,4.1,5
"342",12072,"Teltow-Fläming",2013,"12072y2013",564,1008,261,159,247,9,68,1187,232,10885,86,200,880,35.6,9.5,6850,674,8.6,2104.2,160448,79653,80795,76,15.2,5.3,24.1,33.9,21.5,9215,7829,29171,159255,5570,124514,133937,67.3,30804,21150,4071,2408,19468,10679,5,8
"343",12073,"Uckermark",2013,"12073y2013",403,356,155,168,227,6,49,1136,170,9159,62,146,680,28.9,11.8,10280,812,16.8,3076.9,121326,59519,61807,39,13.4,4.9,20.8,36.2,24.7,5392,5748,22888,124682,3708,98086,104774,63.5,25101,15046,1970,1265,14922,7058,9.7,12
"344",13003,"Rostock",2013,"13003y2013",937,926,258,459,659,9,184,2462,664,19059,111,229,987,43.4,13.1,12019,1200,12.6,181.26,203431,99559,103872,1122,12.7,9.1,28,27.3,22.8,11355,10538,20584,200265,6104,173578,169982,67.2,39839,22326,8180,2144,27979,12349,9.9,20
"345",13004,"Schwerin",2013,"13004y2013",669,425,54,220,295,5,65,1410,374,11740,51,124,481,43.5,14.2,5665,535,12.8,130.52,91583,43536,48047,702,14,6.3,24.8,30.3,24.6,5006,4305,11417,91293,3137,76739,77730,68.1,19163,11486,3013,1100,11613,5876,21.9,20
"346",13071,"Mecklenburgische Seenplatte",2013,"13071y2013",1005,870,179,316,403,3,79,2080,402,17538,72,169,1408,33.5,10.8,19564,1695,15.2,5470.03,262412,128641,133771,48,14.1,5.1,22.5,35.4,22.9,13118,13687,NA,NA,NA,NA,225170,64.3,62520,24050,4795,2852,32299,15885,7.9,21
"347",13072,"Landkreis Rostock",2013,"13072y2013",698,782,176,248,313,5,52,1650,245,12746,71,174,1396,29.1,9.6,10358,969,10.3,3422.23,210555,104956,105599,62,15.1,4.6,22.7,36.3,21.3,12986,12316,NA,NA,NA,NA,177980,66.3,52115,20665,4606,2505,23826,11856,16.7,34
"348",13073,"Vorpommern-Rügen",2013,"13073y2013",1155,827,102,328,421,4,66,2268,516,16788,62,149,2623,24.8,9.8,15431,1378,14.5,3207.22,223109,109655,113454,70,13.7,5.2,22.5,34.6,23.9,13933,13381,NA,NA,NA,NA,191265,63.4,55644,16799,4423,2991,25061,14438,8.9,20
"349",13074,"Nordwestmecklenburg",2013,"13074y2013",694,621,116,204,256,5,46,1476,208,10716,40,118,847,30.9,10.9,8332,773,10.9,2118.45,155265,77288,77977,73,15.2,5.5,24.3,33.8,21.3,9508,9540,NA,NA,NA,NA,129527,65,33733,17630,3852,1912,17056,8909,12.2,19
"350",13075,"Vorpommern-Greifswald",2013,"13075y2013",973,809,122,396,527,6,118,2514,542,18003,160,399,1441,28.7,12.2,17492,1490,15.7,3929.48,238185,116949,121236,61,13.8,6.6,23.6,33.8,22.4,14405,14182,NA,NA,NA,NA,200404,63.5,55719,17715,4961,2895,25072,18710,12,29
"351",13076,"Ludwigslust-Parchim",2013,"13076y2013",737,775,174,299,390,3,77,1621,152,13422,64,159,1086,30.2,10.5,10090,950,9.5,4751.86,211965,105749,106216,45,14.7,5,23,36.2,21.2,16317,15810,NA,NA,NA,NA,178647,66.6,50315,23760,3886,2569,23965,12686,9.4,20
"352",14511,"Chemnitz",2013,"14511y2013",900,931,204,350,480,5,122,2952,836,24675,121,244,817,32.4,13,12612,1057,11.5,220.86,242022,117495,124527,1096,13.3,6.6,24.8,28.5,26.8,14783,12744,31038,240253,5003,204212,201249,67.5,52380,23558,7168,3865,31014,16543,7.1,17
"353",14521,"Erzgebirgskreis",2013,"14521y2013",727,533,106,228,302,3,63,1745,200,13083,33,121,1356,23,8.3,16600,1165,9.8,1828.43,351309,171418,179891,192,14.3,4.7,22.3,33.4,25.4,13499,14993,127158,361791,6645,227988,302267,69.8,95144,26876,5365,7049,40309,32538,8.1,29
"354",14522,"Mittelsachsen",2013,"14522y2013",792,821,103,248,332,4,75,2216,602,14695,47,143,1476,27.5,10.1,14482,1153,9.5,2113.4,314591,155331,159260,149,14,5.3,22.6,32.3,25.8,12988,13699,73997,322077,6872,241209,268349,69.5,83510,24878,6018,6109,37432,25705,7.5,24
"355",14523,"Vogtlandkreis",2013,"14523y2013",696,795,95,168,238,6,54,1652,439,13924,39,144,974,27.6,8.9,10161,772,9.4,1411.9,233970,113382,120588,166,13.3,4.7,21.9,32.7,27.3,8717,9163,65124,240053,5671,169257,201934,68.7,60466,21885,4569,3836,27617,18322,7.1,17
"356",14524,"Zwickau",2013,"14524y2013",1069,800,95,361,504,5,129,2729,524,19029,96,220,1406,31.2,9.5,14206,1110,9.3,949.27,327062,158462,168600,345,13.5,5.1,22.2,32.4,26.9,12317,12984,72694,335220,9266,253260,281789,68.3,84226,28294,6219,5121,40020,25800,6.6,22
"357",14612,"Dresden",2013,"14612y2013",2014,2348,799,709,1065,11,321,5551,1902,59676,255,485,1998,37,8.6,24239,2217,9.9,328.31,530754,261664,269090,1617,15.2,9,30.3,24,21.5,28308,23673,78427,512354,21993,411934,430136,74.1,121592,46821,28747,9781,58979,48808,22.2,115
"358",14625,"Bautzen",2013,"14625y2013",1017,675,254,236,346,3,98,2077,361,16282,75,132,1283,28.8,9,15575,1048,10.4,2390.74,308350,151839,156511,129,14.8,4.6,22.5,32.9,25.3,12294,13246,73544,315174,26966,214664,262663,69.8,82027,22064,5323,5590,34875,29735,6.1,19
"359",14626,"Görlitz",2013,"14626y2013",1195,862,578,312,479,7,153,2240,429,22634,58,185,1123,23.2,11.7,16004,990,13.2,2106.3,262168,127915,134253,124,13.9,4.8,21,33,27.4,11483,12046,63419,269647,13918,192310,223614,68.4,66106,18839,5044,4185,29380,26407,14.9,40
"360",14627,"Meißen",2013,"14627y2013",636,550,113,172,243,4,60,1622,291,13469,28,89,1394,25.3,8.4,12063,898,10.3,1452.39,243716,119570,124146,168,14.8,4.6,22.8,32.3,25.5,11078,10869,52136,247054,7326,187592,207261,70.3,64622,18024,5721,5253,26735,22834,6.9,17
"361",14628,"Sächsische Schweiz-Osterzgebirge",2013,"14628y2013",636,585,168,157,234,3,68,1664,438,15500,39,103,1455,24.5,10.2,11034,875,9.6,1653.7,245939,121119,124820,149,15.1,4.7,23,31.7,25.5,11325,10245,47612,246818,7342,191864,207752,71,66673,15865,5158,4655,24848,27776,8.5,21
"362",14713,"Leipzig",2013,"14713y2013",2616,5757,563,1053,1615,16,523,7474,2430,70451,697,1304,1547,34.6,14.4,29716,2871,12.3,297.39,531562,257414,274148,1787,14.3,8.3,31,24.9,21.5,33510,22848,59435,502979,20062,423482,430321,67.9,100034,54064,26541,8611,63424,36307,13.7,70
"363",14729,"Leipzig",2013,"14729y2013",875,1144,146,210,291,7,64,1695,284,16422,104,323,1638,26.1,8.7,12188,1015,9.7,1647.12,257596,126061,131535,156,14.5,4.7,22.5,33.8,24.5,11146,11275,45808,262214,7182,209224,220400,68.8,68348,22681,4899,4292,29716,19269,13.7,70
"364",14730,"Nordsachsen",2013,"14730y2013",710,605,120,186,266,2,74,1502,237,12549,60,127,856,22.8,10.9,11749,948,12,2020.35,197346,97518,99828,98,14.2,4.8,23,34.3,23.8,8762,8996,31788,201165,5898,163479,168695,66.4,49473,16970,3144,2912,22696,14968,5.5,11
"365",15001,"Dessau-Roßlau",2013,"15001y2013",453,507,104,190,281,5,78,931,188,9661,40,89,316,31.9,11.8,5044,423,12.9,244.74,83616,40428,43188,342,12.1,5.2,21.5,32.3,28.9,2527,2847,9408,86030,2743,73879,72318,64.5,18585,8216,2364,1113,10633,5109,15.2,13
"366",15002,"Halle (Saale)",2013,"15002y2013",1807,1273,157,620,909,12,249,3099,995,26227,113,324,754,36,10.6,13682,1162,13.2,135.01,231565,110632,120933,1715,13.7,9.3,26.9,26.7,23.4,11668,10639,20760,229153,8755,199638,190752,65,44545,22418,9555,3695,30402,11688,13,30
"367",15003,"Magdeburg",2013,"15003y2013",1336,1662,249,485,800,11,274,3104,718,30490,139,370,881,36.2,9.7,13769,1334,12.5,201,231021,112495,118526,1149,13.3,8.6,26.6,27.9,23.6,11716,10006,20166,228144,8596,199382,194035,63.7,44064,25772,7647,2922,29446,11951,14.4,33
"368",15081,"Altmarkkreis Salzwedel",2013,"15081y2013",339,291,37,138,175,0,29,759,129,5053,22,68,448,24.7,11.1,4385,435,9.9,2293.05,86312,43061,43251,38,14.7,5.3,22.9,34.8,22.3,3619,3716,23998,88241,2240,62003,73649,63.2,19066,8669,1751,1006,11279,4054,13.7,12
"369",15082,"Anhalt-Bitterfeld",2013,"15082y2013",695,684,121,237,323,9,62,1376,214,12486,52,160,711,24.6,12.3,10394,899,12.3,1453.51,166828,81533,85295,115,12.8,5.3,22.2,34.1,25.5,6581,6887,21279,172127,6988,143860,145333,60.7,35921,14507,2307,2158,21732,9983,12.3,21
"370",15083,"Börde",2013,"15083y2013",665,691,115,209,272,8,41,1149,154,11693,68,179,786,24.7,7.5,8385,738,9.3,2366.64,172955,86004,86951,73,14.5,5.1,23.9,35.1,21.4,7096,7383,29594,176048,7022,139432,148289,61.7,39257,17628,2756,2665,18954,8670,7.4,13
"371",15084,"Burgenlandkreis",2013,"15084y2013",842,1216,100,236,342,8,87,1656,320,14658,71,307,793,35.1,10.3,11831,990,13.2,1413.69,184956,90995,93961,131,12.9,4.8,22.2,34,26.1,8085,7943,26393,189729,5496,157840,159816,61.4,41204,15730,3033,2621,22883,11040,8.5,16
"372",15085,"Harz",2013,"15085y2013",814,1061,115,312,431,5,91,2174,515,18706,50,191,1311,28.1,8.2,10495,754,9.6,2104.55,221043,107757,113286,105,13.2,5.1,22.1,33.8,25.8,12054,12464,34787,226495,7996,183712,193368,58.8,49091,21133,4049,2521,24837,9895,18.4,14
"373",15086,"Jerichower Land",2013,"15086y2013",374,395,78,125,161,1,29,807,161,6795,39,96,529,22.6,12.4,4961,348,11,1576.77,91721,45624,46097,58,13.7,4.8,22.5,35.3,23.7,4103,4123,13715,93849,2505,77629,79850,63,20950,9651,1525,1330,11281,4659,7.5,7
"374",15087,"Mansfeld-Südharz",2013,"15087y2013",871,549,77,185,237,1,40,1360,221,10754,27,108,593,22,15.9,10193,807,15.3,1448.82,143246,70402,72844,99,12.7,4.7,21.3,34.5,26.9,5796,6132,17180,147887,5304,125403,125416,60.5,29917,13139,1953,1892,19997,7676,7.5,11
"375",15088,"Saalekreis",2013,"15088y2013",952,1074,131,219,322,4,87,1501,180,13902,82,196,961,20.3,10,10208,963,10.6,1433.66,187690,92599,95091,131,13.8,5.1,23.3,34.4,23.3,8387,8876,22177,191681,5512,163992,162509,62.8,43662,16221,3013,3421,23713,10413,5.8,11
"376",15089,"Salzlandkreis",2013,"15089y2013",929,839,103,275,380,13,78,1480,148,14069,73,260,844,23,10.5,12795,727,13.2,1426.68,198715,96699,102016,139,13,5.2,22,33.8,26,7596,8338,24295,205458,7039,174124,173180,59.1,41882,17982,2775,2603,25758,9458,16.7,34
"377",15090,"Stendal",2013,"15090y2013",558,497,69,177,236,2,44,1001,202,8625,37,127,564,23.7,11.6,8445,698,14.9,2423.15,115471,56882,58589,48,14.1,5.5,22.1,35.2,23.1,4932,5401,24016,119204,2985,92203,98729,62.1,25589,11527,1791,1272,14901,5312,11,13
"378",15091,"Wittenberg",2013,"15091y2013",539,481,102,181,249,0,54,1076,186,9927,43,113,592,22.6,9,7546,611,12,1930.3,129438,63457,65981,67,12.8,4.8,21.3,35,26.1,4917,5170,22752,132994,4683,105559,113636,65.2,32048,12138,2339,1779,16503,8220,12.9,17
"379",16051,"Erfurt",2013,"16051y2013",1732,579,131,548,716,6,142,2306,667,21569,116,236,851,39.7,9.3,9136,620,9.5,269.15,204880,98751,106129,761,14.5,7.9,27.8,28.6,21.2,10690,9220,27418,200868,13008,160442,167710,69.4,39285,20356,8977,2856,27074,16170,18.8,38
"380",16052,"Gera",2013,"16052y2013",778,181,52,229,282,1,49,1040,139,9729,13,37,341,33.8,9,5861,427,13.2,151.92,94977,45497,49480,625,12.4,5.5,22.5,32.8,26.8,3599,3406,10744,96067,2560,82763,82336,66.9,19444,7721,2102,1280,15969,7693,10.7,27
"381",16053,"Jena",2013,"16053y2013",484,202,71,167,210,3,29,916,177,7609,65,82,397,55.6,5.3,3771,269,7.7,114.48,107679,53190,54489,941,13.6,11,31.2,23.8,20.3,7195,6558,16265,105739,5646,83828,84723,73.4,18737,11462,7132,2012,14260,7793,23.5,25
"382",16054,"Suhl",2013,"16054y2013",218,81,5,89,108,0,13,347,33,2670,3,12,146,20.9,8.9,1430,124,8.3,102.71,35665,17212,18453,347,11.2,4.7,20.3,35.1,28.7,1429,1542,4447,36960,890,31623,31740,66.6,7213,3439,909,460,6310,2480,2.7,1
"383",16055,"Weimar",2013,"16055y2013",411,171,37,129,174,1,35,871,285,5992,23,42,356,44.5,7.8,2644,210,9.5,84.19,63315,30402,32913,752,15.4,8.2,27.6,27.1,21.7,4113,3965,2681,62764,1043,59040,51074,70.4,12303,6214,3949,1034,7497,4451,39.8,25
"384",16056,"Eisenach",2013,"16056y2013",281,81,19,93,124,3,25,416,34,3700,17,20,240,38.5,11.5,2049,169,10.5,103.84,41567,20118,21449,400,13.9,5.5,25.1,30.2,25.3,2042,1953,9057,41753,1805,30891,34657,66.8,7928,3980,1256,521,5735,3348,38.4,16
"385",16061,"Eichsfeld",2013,"16061y2013",261,166,13,73,90,4,9,497,59,3658,12,43,471,34.9,6.2,3469,280,6.8,940.13,100951,50650,50301,107,16,5.8,25.1,31.9,21.1,3857,4065,11182,102257,71009,20066,84636,71.7,32098,7256,2099,1752,8558,8122,14.7,15
"386",16062,"Nordhausen",2013,"16062y2013",323,199,30,111,144,3,23,615,104,5669,11,47,373,23.5,11.7,4638,362,11.6,711.02,85380,42138,43242,120,13.8,6,23.1,32.3,24.7,4329,4338,19802,87210,3809,63599,73146,65.4,17188,8561,2101,1189,12097,6016,12.7,11
"387",16063,"Wartburgkreis",2013,"16063y2013",335,183,28,104,123,0,11,610,114,4426,8,41,600,27.4,4.5,4418,361,6.9,1304.87,126283,63070,63213,97,14,5.1,24,33.9,23,4915,5297,47525,128719,11674,69520,108030,67.9,29834,12398,2699,1637,15751,10000,5.5,7
"388",16064,"Unstrut-Hainich-Kreis",2013,"16064y2013",427,237,22,142,207,2,51,707,58,5978,15,47,468,33,10.1,6288,503,12.3,975.56,104245,51406,52839,107,15,5.5,23.5,33,23,4156,4261,28665,106122,16977,60480,88815,65.2,23628,9718,2259,1685,12968,7688,14.2,15
"389",16065,"Kyffhäuserkreis",2013,"16065y2013",324,214,20,97,127,4,17,510,78,4209,17,69,359,25.9,11.9,4686,306,12.8,1035.19,77656,38431,39225,75,13.4,5,22.1,34.8,24.7,3064,3378,18221,80053,2864,58968,67424,64.8,15965,7134,1371,1127,11808,5478,5,4
"390",16066,"Schmalkalden-Meiningen",2013,"16066y2013",509,215,35,117,162,1,34,911,151,6330,5,13,587,22.5,10.2,4434,316,7.1,1210.13,125574,62616,62958,104,13.2,5.5,23.5,33.9,23.9,5744,5700,51397,127622,4097,72128,108570,66.6,28983,11660,2933,1829,16827,8982,7.9,10
"391",16067,"Gotha",2013,"16067y2013",558,290,35,160,213,2,43,948,174,7404,43,65,621,36.6,6.3,5761,447,8.7,935.62,135155,66902,68253,144,14.5,5.1,23.8,33.1,23.4,6759,6326,34732,136330,4963,96635,113548,67.6,29667,13339,3434,1825,16299,10896,6.6,9
"392",16068,"Sömmerda",2013,"16068y2013",301,142,12,83,103,0,13,483,58,3842,7,18,276,20.9,9.1,3820,285,10.7,804.21,70833,35281,35552,88,14.5,5,24.1,34.7,21.7,3277,3189,17772,71865,2639,51454,60398,66.3,15519,5826,1391,1258,9425,5904,9.8,7
"393",16069,"Hildburghausen",2013,"16069y2013",249,92,10,44,61,2,11,447,46,2933,1,6,256,17.7,5.5,2085,157,6.2,937.27,65032,32383,32649,69,13.8,5.2,24.5,34.2,22.3,2576,2785,26692,66369,1507,38170,55761,66.7,14864,5869,1263,824,9010,4839,9.1,6
"394",16070,"Ilm-Kreis",2013,"16070y2013",539,319,44,186,249,0,56,751,66,6716,31,55,468,27.3,8.4,4737,363,9,843.14,108958,54387,54571,129,13.5,6.4,24,32.3,23.8,5935,5996,24469,110361,4027,81865,92311,70,23529,10476,2980,1455,14459,10733,37.3,80
"395",16071,"Weimarer Land",2013,"16071y2013",345,230,30,103,140,1,31,470,35,4721,40,73,424,21.5,7.3,3174,243,7.7,803.04,81704,40414,41290,102,15.5,4.7,24,34.7,21.1,4055,4116,19144,82643,2695,60804,68776,68.9,19150,6994,2171,1412,10438,7192,8.5,7
"396",16072,"Sonneberg",2013,"16072y2013",267,99,10,86,106,0,17,467,71,3283,8,24,214,29.2,9.4,1428,143,5,433.48,57252,28002,29250,132,12.7,4.7,23,34.2,25.5,2118,2195,18325,58943,1397,39221,50134,64.4,12146,5339,1033,757,8328,4225,3.4,2
"397",16073,"Saalfeld-Rudolstadt",2013,"16073y2013",725,161,18,184,213,2,18,1126,243,7282,21,46,539,26.9,9.9,4892,393,9.1,1034.63,110307,54020,56287,107,12.9,4.6,22,33.7,26.7,4547,4902,29607,113267,3855,79805,96583,67.2,23837,10360,2683,1550,15061,10358,9.8,11
"398",16074,"Saale-Holzland-Kreis",2013,"16074y2013",351,248,36,78,98,2,13,548,78,4636,29,44,368,22.9,6.1,3390,249,8.1,816.97,84001,41645,42356,103,14.3,4.9,23.2,34.3,23.2,6991,6983,19750,84802,2192,62860,71261,71.3,19509,7096,2201,1361,12138,7669,9.4,8
"399",16075,"Saale-Orla-Kreis",2013,"16075y2013",507,164,23,96,114,0,13,691,92,5916,18,85,369,27,6.5,3421,278,8.2,1148.39,83654,41176,42478,73,13.9,4.9,22.7,34.1,24.3,3502,3823,29867,85806,2596,53343,71880,69.3,18876,7303,1726,1245,12430,7399,5.9,5
"400",16076,"Greiz",2013,"16076y2013",377,177,29,104,128,2,17,717,36,4962,5,16,431,25.3,5.4,4740,280,9.7,843.54,102167,50178,51989,121,13.1,4.4,21.1,35.2,26.2,3868,4247,27947,105332,3129,74256,88867,70.7,26008,8527,2344,1656,13930,9260,2.9,3
"401",16077,"Altenburger Land",2013,"16077y2013",458,229,30,119,164,2,38,824,140,8180,17,62,423,28,5.6,5584,399,12.6,569.09,93605,45795,47810,164,12.5,4.5,21.4,34,27.7,3669,4033,14790,96737,2521,79426,81879,64.9,21572,7686,1498,1376,12243,7773,8.3,8
